INPUT-#Scan#	INPUT-SpectrumID	INPUT-Compound_Name	INPUT-InChIKey-Planar	Tag_Status1	Action1	Add_InCHIKey-Planar	Cannot_Add_InChIKey-Planar	Tag_Status2	Action2	Add_Tag1	Add_Tag2	Add_Tag3	Contribute-NCBITaxonomy1	Contribute-NCBITaxonomy2	Contribute-NCBITaxonomy3	Contribute-UBERONTag1	Contribute-UBERONTag2	Contribute-UBERONTag3	Contribute-LifestyleTag1	Contribute-LifestyleTag2	Contribute-LifestyleTag3	Current_Tags	Current_NCBITaxonomy	Current_UBERON	Current_Lifestyle
331473	CCMSLIB00003136135	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
338632	CCMSLIB00003138804	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FVXDQWZBHIXIEJ		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
96726	CCMSLIB00000479708	Lactose	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	GUBGYTABKSRVRQ		Tags Present	Check Current Tags and Add if Incomplete													food|food_additive		|urine	|food consumption
332483	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
331661	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
248476	CCMSLIB00003137215	Spectral Match to 6''-O-Malonylgenistin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FRAUJUKWSKMNJY		Tags Present	Check Current Tags and Add if Incomplete													food			food consumption_soy
319872	CCMSLIB00003268142	1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine	GPWHCUUIQMGELX	Tags Missing	Add Tags																				
320768	CCMSLIB00003268353	1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine	MZWGYEJOZNRLQE	Tags Present	Check Current Tags and Add if Incomplete																	human|mice			
339126	CCMSLIB00003268175	1,2-Dilinoleoyl-sn-glycero-3-phosphocholine	FVXDQWZBHIXIEJ	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
275915	CCMSLIB00000213826	Massbank:FIO00172 Kaempferol-7-neohesperidoside	ZEJXENDZTYVXDP	Tags Present	Check Current Tags and Add if Incomplete																	food			
266469	CCMSLIB00003136204	Spectral Match to N-Lauroylsarcosine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	BACYUWVYYTXETD		Tags Present	Check Current Tags and Add if Incomplete													environmental|synthetic			products containing surfactants
331352	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
331786	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
311651	CCMSLIB00003268213	1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RFVFQQWKPSOBED	Tags Missing	Add Tags																				
334688	CCMSLIB00003503307	1-Hexadecyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine	DUUSFCFZBREELS	Tags Missing	Add Tags																				
331517	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
220616	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
338534	CCMSLIB00003135157	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FVXDQWZBHIXIEJ		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
211892	CCMSLIB00003134562	Spectral Match to Delphinidin 3-O-glucoside cation from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XENHPQQLDPAYIJ		Tags Present	Check Current Tags and Add if Incomplete													food			
206328	CCMSLIB00000849036	NCGC00347607-02!2-acetyl-4-[(3-butanoyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-3,5-dihydroxy-6,6-dimethylcyclohexa-2,4-dien-1-one	XRWVZSPWRNDJNS	Tags Missing	Add Tags																				
148258	CCMSLIB00000210947	Massbank:EA277904 Pyraclostrobin|methyl [2-({[1-(4-chlorophenyl)-1H-pyrazol-3-yl]oxy}methyl)phenyl]methoxycarbamate	HZRSNVGNWUDEFX	Tags Present	Check Current Tags and Add if Incomplete																	biocide_antimicrobial|environmental			
331990	CCMSLIB00003268411	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	Tags Missing	Add Tags																				
340653	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
331841	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
310371	CCMSLIB00003709349	Palmitoyl sphingomyelin	RWKUXQNLWDTSLO	Tags Present	Check Current Tags and Add if Incomplete																	human|mice			
331552	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
232001	CCMSLIB00003137888	Spectral Match to Malvidin 3-O-galactoside cation from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PXUQTDZNOHRWLI		Tags Missing	Add Tags	food															
338578	CCMSLIB00003136628	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
331929	CCMSLIB00003268411	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	Tags Missing	Add Tags																				
303080	CCMSLIB00003139769	Spectral Match to 4-O-.beta.-Galactopyranosyl-D-mannopyranose from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	GUBGYTABKSRVRQ		Tags Present	Check Current Tags and Add if Incomplete													food|food_additive		|urine	|food consumption
331486	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
338361	CCMSLIB00003268317	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
340816	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
69564	CCMSLIB00003195741	D-(+)-Trehalose	HDTRYLNUVZCQOY	Tags Present	Check Current Tags and Add if Incomplete																	food			
413	CCMSLIB00003309148	2-Mercaptobenzothiazole	YXIWHUQXZSMYRE	Tags Missing	Add Tags																				
266136	CCMSLIB00000845327	NCGC00169653-02!7-[3-[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one	NTDLXWMIWOECHG	Tags Present	Check Current Tags and Add if Incomplete																	food			
338592	CCMSLIB00003268315	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
338585	CCMSLIB00003135157	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FVXDQWZBHIXIEJ		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
346581	CCMSLIB00005435982	Cholic acid	BHQCQFFYRZLCQQ	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline|human|bacterial|bacterial_modified	9606|Homo sapiens	blood|feces|liver	
280926	CCMSLIB00003137822	Spectral Match to Rutin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	IKGXIBQEEMLURG		Tags Present	Check Current Tags and Add if Incomplete													food			plant-based chemical exposure
174887	CCMSLIB00003138821	Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14	WTLBZVNBAKMVDP	Tags Present	Check Current Tags and Add if Incomplete																	environmental			products containing flame retardant
342730	CCMSLIB00004678627	Dereplicator Identification - Citrusin_VI_Citrusin_VI	YXKOCURCFHLHSM	Tags Missing	Add Tags					food_source_plant															
340877	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
49447	CCMSLIB00000846890	NCGC00180792-02!5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-2,3-dihydrochromen-4-one	FTODBIPDTXRIGS	Tags Present	Check Current Tags and Add if Incomplete																	food			
338819	CCMSLIB00003268175	1,2-Dilinoleoyl-sn-glycero-3-phosphocholine	FVXDQWZBHIXIEJ	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
338326	CCMSLIB00003268315	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
22809	CCMSLIB00000213870	Massbank:FIO00208 Naringenin	FTVWIRXFELQLPI	Tags Present	Check Current Tags and Add if Incomplete																	food			food consumption_citrus
340548	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
147813	CCMSLIB00005722111	NCGC00384974-01!4-[5-(4-hydroxy-3,5-dimethoxyphenyl)-3,4-dimethyloxolan-2-yl]-2,6-dimethoxyphenol [IIN-based: Match]	CAUANPLJFMVCHO	Tags Present	Check Current Tags and Add if Incomplete																	food			
170723	CCMSLIB00000853048	NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-	YOELDOOOBJSHSZ	Tags Missing	Add Tags																				
331549	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
332076	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
340794	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
170832	CCMSLIB00000848625	NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole	RCFGIEPQSDGMJJ	Tags Missing	Add Tags																				
338673	CCMSLIB00003268315	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
4135	CCMSLIB00003342700	N-Methyltryptophan	CZCIKBSVHDNIDH	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct|naturalproduct_fungal			
173323	CCMSLIB00000852908	NCGC00380493-01_C17H24O12_4H-Pyran-4-one, 2-methyl-3-[[6-O-[(2R,3R,4R)-tetrahydro-3,4-dihydroxy-4-(hydroxymethyl)-2-furanyl]-beta-D-glucopyranosyl]oxy]-	OXNYNKGAOAFFBD	Tags Missing	Add Tags																				
340763	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
340279	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
338645	CCMSLIB00003138799	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
289574	CCMSLIB00000846882	NCGC00384648-01!3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one	CEZKIFXYWPTANH	Tags Missing	Add Tags																				
240756	CCMSLIB00003137390	Spectral Match to 6''-O-Malonyldaidzin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	MTXMHWSVSZKYBT		Tags Present	Check Current Tags and Add if Incomplete													food			food consumption_soy
39422	CCMSLIB00003737070	Phe-Glu	JXWLMUIXUXLIJR	Tags Missing	Add Tags																				
331536	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
338668	CCMSLIB00003136628	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
340481	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
332099	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
105494	CCMSLIB00003192801	Serotonin	QZAYGJVTTNCVMB	Tags Present	Check Current Tags and Add if Incomplete																	human	9606|Homo sapiens		
159487	CCMSLIB00000846705	NCGC00380669-01!2-(2,6-dimethoxy-4-prop-2-enylphenoxy)-1-(3,4,5-trimethoxyphenyl)propan-1-ol	KKEKLEUWEJUCRA	Tags Missing	Add Tags																				
331744	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
338457	CCMSLIB00003138799	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
21410	CCMSLIB00003454709	Adenosine	OIRDTQYFTABQOQ	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|human|mice			
200489	CCMSLIB00003236498	Cyanidin 3-galactoside cation	RKWHWFONKJEUEF	Tags Present	Check Current Tags and Add if Incomplete																	food			
210957	CCMSLIB00003137509	Spectral Match to Peonidin 3-galactoside cation from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2					food															
331443	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
284784	CCMSLIB00003418214	1,2-Dilauroyl-sn-glycero-3-phosphatidylcholine	IJFVSSZAOYLHEE	Tags Missing	Add Tags																				
365186	CCMSLIB00005721305	NCGC00384671-01!2-[4-[3-[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-7-hydroxy-2,3-dihydrochromen-4-one [IIN-based on: CCMSLIB00000848134]	FTVKHUHJWDMWIR	Tags Missing	Add Tags																				
331589	CCMSLIB00003268411	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	Tags Missing	Add Tags																				
170826	CCMSLIB00000853048	NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-	YOELDOOOBJSHSZ	Tags Missing	Add Tags																				
230633	CCMSLIB00003236334	6''-O-Acetylglycitin	DUBPGEJGGVZKDD	Tags Present	Check Current Tags and Add if Incomplete																	food			
340565	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
107349	CCMSLIB00004701996	xanthohumol	ORXQGKIUCDPEAJ	Tags Present	Check Current Tags and Add if Incomplete																	food			
211863	CCMSLIB00003134562	Spectral Match to Delphinidin 3-O-glucoside cation from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XENHPQQLDPAYIJ		Tags Present	Check Current Tags and Add if Incomplete													food			
128688	CCMSLIB00005435975	Cholic acid	BHQCQFFYRZLCQQ	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline|human|bacterial|bacterial_modified	9606|Homo sapiens	blood|feces|liver	
265024	CCMSLIB00004697364	(1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,5-dihydroxy-4-[(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxycyclohexane-1-carboxylic acid	BEDSGEULUAVXQH	Tags Missing	Add Tags																				
338569	CCMSLIB00003268315	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
240978	CCMSLIB00003135327	Spectral Match to Undecaethylene glycol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PSVXZQVXSXSQRO		Tags Present	Check Current Tags and Add if Incomplete													environmental			products containing surfactants
352325	CCMSLIB00003375323	1-Docosahexaenoyl-2-stearoyl-sn-glycero-3-phosphocholine	AHWXJDWBIIDPKS	Tags Missing	Add Tags																				
3981	CCMSLIB00000568638	MoNA:921555 EQ	DECIPOUIJURFOJ	Tags Present	Check Current Tags and Add if Incomplete																	food|food_additive			
72182	CCMSLIB00003590093	(-)-Secoisolariciresinol	PUETUDUXMCLALY	Tags Present	Check Current Tags and Add if Incomplete																	food|plant			mental depression|plant-based chemical exposure
275930	CCMSLIB00004708197	4-(3,4-dihydroxyphenyl)-7-methoxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-2-one	GXDJGKMWLJOJFR	Tags Missing	Add Tags																				
69545	CCMSLIB00003195741	D-(+)-Trehalose	HDTRYLNUVZCQOY	Tags Present	Check Current Tags and Add if Incomplete																	food			
331566	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
340332	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
360757	CCMSLIB00005465666	"2-((R)-4-((3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"	BHTRKEVKTKCXOH	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified			
10279	CCMSLIB00000854835	NCGC00385962-01_C16H24O3_	IKJZVOVTPXBUBG	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
338456	CCMSLIB00003268315	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
340703	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
338374	CCMSLIB00003138799	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
338728	CCMSLIB00003135157	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FVXDQWZBHIXIEJ		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
49086	CCMSLIB00003442380	Quercetin	REFJWTPEDVJJIY	Tags Present	Check Current Tags and Add if Incomplete																	food			
152411	CCMSLIB00004708893	4-[2-(2,6-dimethoxy-4-prop-2-enylphenoxy)-1-hydroxypropyl]-2-methoxyphenol	ULZFTGWWPHYLGI	Tags Missing	Add Tags																				
3758	CCMSLIB00003271769	Methoxsalen	QXKHYNVANLEOEG	Tags Missing	Add Tags																				
21430	CCMSLIB00003140191	Spectral Match to Adenosine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	OIRDTQYFTABQOQ		Tags Present	Check Current Tags and Add if Incomplete													bacterial|human|mice			
331872	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
8423	CCMSLIB00003135862	Spectral Match to Gly-Tyr from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XBGGUPMXALFZOT		Tags Missing	Add Tags																
280920	CCMSLIB00000848126	NCGC00180501-02!3-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	LKZDFKLGDGSGEO	Tags Missing	Add Tags																				
